,iso2,year,cases,sex,age
62807,TM,1998,69.0,Female,25-34
62808,TM,1999,103.0,Female,25-34
62809,TM,2000,140.0,Female,25-34
62810,TM,2001,137.0,Female,25-34
62811,TM,2002,143.0,Female,25-34
62812,TM,2003,139.0,Female,25-34
62813,TM,2004,128.0,Female,25-34
62814,TM,2005,101.0,Female,25-34
62815,TM,2006,115.0,Female,25-34
62816,TM,2007,132.0,Female,25-34
62817,TM,2008,146.0,Female,25-34
62836,TN,1998,65.0,Female,25-34
62837,TN,1999,76.0,Female,25-34
62838,TN,2000,59.0,Female,25-34
62839,TN,2001,42.0,Female,25-34
62840,TN,2002,50.0,Female,25-34
62841,TN,2003,56.0,Female,25-34
62842,TN,2004,55.0,Female,25-34
62843,TN,2005,61.0,Female,25-34
62844,TN,2006,52.0,Female,25-34
62845,TN,2007,54.0,Female,25-34
62846,TN,2008,57.0,Female,25-34
62862,TO,1995,1.0,Female,25-34
62863,TO,1996,1.0,Female,25-34
62864,TO,1997,0.0,Female,25-34
62865,TO,1998,0.0,Female,25-34
62866,TO,1999,0.0,Female,25-34
62867,TO,2000,1.0,Female,25-34
62868,TO,2001,2.0,Female,25-34
62869,TO,2002,1.0,Female,25-34
62870,TO,2003,0.0,Female,25-34
62872,TO,2005,1.0,Female,25-34
62873,TO,2006,1.0,Female,25-34
62874,TO,2007,1.0,Female,25-34
62875,TO,2008,0.0,Female,25-34
62898,TR,2004,21.0,Female,25-34
62899,TR,2005,474.0,Female,25-34
62900,TR,2006,507.0,Female,25-34
62901,TR,2007,531.0,Female,25-34
62902,TR,2008,485.0,Female,25-34
62918,TT,1995,4.0,Female,25-34
62919,TT,1996,5.0,Female,25-34
62921,TT,1998,3.0,Female,25-34
62922,TT,1999,6.0,Female,25-34
62923,TT,2000,7.0,Female,25-34
62924,TT,2001,11.0,Female,25-34
62925,TT,2002,11.0,Female,25-34
62926,TT,2003,2.0,Female,25-34
62927,TT,2004,8.0,Female,25-34
62928,TT,2005,9.0,Female,25-34
62929,TT,2006,10.0,Female,25-34
62930,TT,2007,7.0,Female,25-34
62931,TT,2008,12.0,Female,25-34
62947,TV,1995,1.0,Female,25-34
62949,TV,1998,1.0,Female,25-34
62954,TV,2003,0.0,Female,25-34
62957,TV,2006,0.0,Female,25-34
62958,TV,2007,0.0,Female,25-34
62959,TV,2008,2.0,Female,25-34
62975,TZ,1995,2532.0,Female,25-34
62976,TZ,1996,2885.0,Female,25-34
62977,TZ,1997,2876.0,Female,25-34
62978,TZ,1998,3243.0,Female,25-34
62979,TZ,1999,3469.0,Female,25-34
62980,TZ,2000,3426.0,Female,25-34
62981,TZ,2001,3609.0,Female,25-34
62982,TZ,2002,3511.0,Female,25-34
62983,TZ,2003,3504.0,Female,25-34
62984,TZ,2004,3537.0,Female,25-34
62985,TZ,2005,3521.0,Female,25-34
62986,TZ,2006,3326.0,Female,25-34
62987,TZ,2007,3388.0,Female,25-34
62988,TZ,2008,3152.0,Female,25-34
63004,UA,1995,380.0,Female,25-34
63005,UA,1996,410.0,Female,25-34
63006,UA,1997,474.0,Female,25-34
63007,UA,1998,556.0,Female,25-34
63008,UA,1999,577.0,Female,25-34
63009,UA,2000,590.0,Female,25-34
63010,UA,2001,649.0,Female,25-34
63012,UA,2003,745.0,Female,25-34
63015,UA,2006,909.0,Female,25-34
63016,UA,2007,1661.0,Female,25-34
63017,UA,2008,979.0,Female,25-34
63031,UG,1995,1845.0,Female,25-34
63032,UG,1996,2099.0,Female,25-34
63033,UG,1997,2489.0,Female,25-34
63034,UG,1998,2760.0,Female,25-34
63035,UG,1999,2591.0,Female,25-34
63036,UG,2000,2782.0,Female,25-34
63037,UG,2001,2656.0,Female,25-34
63038,UG,2002,3011.0,Female,25-34
63039,UG,2003,3176.0,Female,25-34
63040,UG,2004,3110.0,Female,25-34
63041,UG,2005,3099.0,Female,25-34
63042,UG,2006,2909.0,Female,25-34
63043,UG,2007,3008.0,Female,25-34
63044,UG,2008,2985.0,Female,25-34
63060,US,1995,579.0,Female,25-34
63061,US,1996,487.0,Female,25-34
63062,US,1997,449.0,Female,25-34
63063,US,1998,425.0,Female,25-34
63064,US,1999,391.0,Female,25-34
63065,US,2000,376.0,Female,25-34
63066,US,2001,410.0,Female,25-34
63067,US,2002,423.0,Female,25-34
63068,US,2003,353.0,Female,25-34
63069,US,2004,339.0,Female,25-34
63070,US,2005,348.0,Female,25-34
63071,US,2006,384.0,Female,25-34
63072,US,2007,338.0,Female,25-34
63073,US,2008,329.0,Female,25-34
63089,UY,1995,26.0,Female,25-34
63090,UY,1996,35.0,Female,25-34
63091,UY,1997,28.0,Female,25-34
63092,UY,1998,29.0,Female,25-34
63093,UY,1999,25.0,Female,25-34
63094,UY,2000,22.0,Female,25-34
63095,UY,2001,31.0,Female,25-34
63096,UY,2002,25.0,Female,25-34
63097,UY,2003,24.0,Female,25-34
63098,UY,2004,25.0,Female,25-34
63099,UY,2005,30.0,Female,25-34
63100,UY,2006,19.0,Female,25-34
63101,UY,2007,26.0,Female,25-34
63102,UY,2008,35.0,Female,25-34
63118,UZ,1996,799.0,Female,25-34
63120,UZ,1998,9.0,Female,25-34
63121,UZ,1999,647.0,Female,25-34
63122,UZ,2000,547.0,Female,25-34
63123,UZ,2001,631.0,Female,25-34
63124,UZ,2002,394.0,Female,25-34
63125,UZ,2003,588.0,Female,25-34
63126,UZ,2004,600.0,Female,25-34
63127,UZ,2005,597.0,Female,25-34
63128,UZ,2006,597.0,Female,25-34
63129,UZ,2007,507.0,Female,25-34
63130,UZ,2008,479.0,Female,25-34
63151,VC,2000,0.0,Female,25-34
63153,VC,2002,1.0,Female,25-34
63156,VC,2005,1.0,Female,25-34
63158,VC,2007,0.0,Female,25-34
63179,VE,1999,315.0,Female,25-34
63182,VE,2002,280.0,Female,25-34
63183,VE,2003,355.0,Female,25-34
63184,VE,2004,324.0,Female,25-34
63185,VE,2005,299.0,Female,25-34
63186,VE,2006,297.0,Female,25-34
63187,VE,2007,271.0,Female,25-34
63188,VE,2008,272.0,Female,25-34
63194,VG,2004,1.0,Female,25-34
63213,VI,1996,1.0,Female,25-34
63233,VN,1996,2606.0,Female,25-34
63234,VN,1997,2809.0,Female,25-34
63235,VN,1998,2749.0,Female,25-34
63236,VN,1999,2511.0,Female,25-34
63237,VN,2000,2320.0,Female,25-34
63238,VN,2001,2357.0,Female,25-34
63239,VN,2002,2357.0,Female,25-34
63240,VN,2003,2262.0,Female,25-34
63241,VN,2004,2398.0,Female,25-34
63242,VN,2005,2293.0,Female,25-34
63243,VN,2006,2381.0,Female,25-34
63244,VN,2007,2354.0,Female,25-34
63245,VN,2008,2416.0,Female,25-34
63261,VU,1995,0.0,Female,25-34
63262,VU,1996,3.0,Female,25-34
63264,VU,1998,9.0,Female,25-34
63265,VU,1999,10.0,Female,25-34
63266,VU,2000,15.0,Female,25-34
63267,VU,2001,4.0,Female,25-34
63268,VU,2002,1.0,Female,25-34
63269,VU,2003,4.0,Female,25-34
63270,VU,2004,8.0,Female,25-34
63271,VU,2005,1.0,Female,25-34
63272,VU,2006,9.0,Female,25-34
63273,VU,2007,8.0,Female,25-34
63274,VU,2008,4.0,Female,25-34
63289,WF,1996,3.0,Female,25-34
63290,WF,1997,0.0,Female,25-34
63293,WF,2003,1.0,Female,25-34
63297,WF,2007,0.0,Female,25-34
63314,WS,1995,2.0,Female,25-34
63315,WS,1996,3.0,Female,25-34
63316,WS,1997,1.0,Female,25-34
63317,WS,1998,1.0,Female,25-34
63318,WS,1999,2.0,Female,25-34
63319,WS,2000,1.0,Female,25-34
63320,WS,2001,1.0,Female,25-34
63321,WS,2002,5.0,Female,25-34
63322,WS,2003,2.0,Female,25-34
63324,WS,2005,0.0,Female,25-34
63327,WS,2008,1.0,Female,25-34
63335,YE,1995,720.0,Female,25-34
63336,YE,1996,100.0,Female,25-34
63337,YE,1997,449.0,Female,25-34
63338,YE,1998,632.0,Female,25-34
63339,YE,1999,532.0,Female,25-34
63340,YE,2000,627.0,Female,25-34
63341,YE,2001,562.0,Female,25-34
63342,YE,2002,443.0,Female,25-34
63343,YE,2003,426.0,Female,25-34
63344,YE,2004,376.0,Female,25-34
63345,YE,2005,410.0,Female,25-34
63346,YE,2006,358.0,Female,25-34
63347,YE,2007,374.0,Female,25-34
63348,YE,2008,455.0,Female,25-34
63364,YU,1995,167.0,Female,25-34
63365,YU,1996,159.0,Female,25-34
63366,YU,1997,274.0,Female,25-34
63370,YU,2001,46.0,Female,25-34
63371,YU,2002,48.0,Female,25-34
63372,YU,2003,58.0,Female,25-34
63373,YU,2004,89.0,Female,25-34
63393,ZA,1999,1384.0,Female,25-34
63394,ZA,2000,1716.0,Female,25-34
63395,ZA,2001,3220.0,Female,25-34
63396,ZA,2002,11312.0,Female,25-34
63397,ZA,2003,16867.0,Female,25-34
63398,ZA,2004,18975.0,Female,25-34
63399,ZA,2005,19343.0,Female,25-34
63400,ZA,2006,20387.0,Female,25-34
63401,ZA,2007,21049.0,Female,25-34
63402,ZA,2008,21579.0,Female,25-34
63418,ZM,1995,1779.0,Female,25-34
63421,ZM,2000,1118.0,Female,25-34
63423,ZM,2002,2730.0,Female,25-34
63424,ZM,2003,3439.0,Female,25-34
63425,ZM,2004,2961.0,Female,25-34
63426,ZM,2005,2463.0,Female,25-34
63427,ZM,2006,2834.0,Female,25-34
63428,ZM,2007,2193.0,Female,25-34
63429,ZM,2008,2062.0,Female,25-34
63452,ZW,2002,2185.0,Female,25-34
63453,ZW,2003,2856.0,Female,25-34
63454,ZW,2004,2858.0,Female,25-34
63455,ZW,2005,2242.0,Female,25-34
63456,ZW,2006,2424.0,Female,25-34
63457,ZW,2007,3311.0,Female,25-34
63458,ZW,2008,0.0,Female,25-34
63465,AD,1996,0.0,Female,35-44
63466,AD,1997,3.0,Female,35-44
63468,AD,1999,1.0,Female,35-44
63471,AD,2002,0.0,Female,35-44
63472,AD,2003,1.0,Female,35-44
63473,AD,2004,0.0,Female,35-44
63474,AD,2005,1.0,Female,35-44
63475,AD,2006,0.0,Female,35-44
63477,AD,2008,1.0,Female,35-44
63494,AE,1999,3.0,Female,35-44
63495,AE,2000,3.0,Female,35-44
63497,AE,2002,3.0,Female,35-44
63498,AE,2003,3.0,Female,35-44
63499,AE,2004,7.0,Female,35-44
63501,AE,2006,5.0,Female,35-44
63502,AE,2007,3.0,Female,35-44
63503,AE,2008,1.0,Female,35-44
63516,AF,1997,14.0,Female,35-44
63517,AF,1998,194.0,Female,35-44
63518,AF,1999,110.0,Female,35-44
63519,AF,2000,339.0,Female,35-44
63520,AF,2001,586.0,Female,35-44
63521,AF,2002,792.0,Female,35-44
63522,AF,2003,814.0,Female,35-44
63523,AF,2004,1096.0,Female,35-44
63524,AF,2005,1302.0,Female,35-44
63525,AF,2006,1654.0,Female,35-44
63526,AF,2007,1708.0,Female,35-44
63527,AF,2008,1614.0,Female,35-44
63542,AG,1996,1.0,Female,35-44
63546,AG,2000,0.0,Female,35-44
63547,AG,2001,0.0,Female,35-44
63548,AG,2002,0.0,Female,35-44
63549,AG,2003,0.0,Female,35-44
63553,AG,2007,0.0,Female,35-44
63572,AI,2003,1.0,Female,35-44
63573,AI,2004,0.0,Female,35-44
63590,AL,1995,0.0,Female,35-44
63592,AL,1997,14.0,Female,35-44
63593,AL,1998,12.0,Female,35-44
63594,AL,1999,11.0,Female,35-44
63595,AL,2000,8.0,Female,35-44
63596,AL,2001,5.0,Female,35-44
63597,AL,2002,9.0,Female,35-44
63598,AL,2003,6.0,Female,35-44
63599,AL,2004,8.0,Female,35-44
63600,AL,2005,5.0,Female,35-44
63601,AL,2006,7.0,Female,35-44
63602,AL,2007,7.0,Female,35-44
63603,AL,2008,8.0,Female,35-44
63619,AM,1995,2.0,Female,35-44
63620,AM,1996,9.0,Female,35-44
63621,AM,1997,17.0,Female,35-44
63622,AM,1998,11.0,Female,35-44
63623,AM,1999,20.0,Female,35-44
63624,AM,2000,24.0,Female,35-44
63625,AM,2001,22.0,Female,35-44
63626,AM,2002,32.0,Female,35-44
63627,AM,2003,13.0,Female,35-44
63628,AM,2004,12.0,Female,35-44
63629,AM,2005,10.0,Female,35-44
63630,AM,2006,16.0,Female,35-44
63631,AM,2007,11.0,Female,35-44
63632,AM,2008,10.0,Female,35-44
63633,AN,1996,1.0,Female,35-44
63634,AN,1997,2.0,Female,35-44
63635,AN,1998,2.0,Female,35-44
63636,AN,1999,0.0,Female,35-44
63637,AN,2000,0.0,Female,35-44
63638,AN,2001,0.0,Female,35-44
63639,AN,2002,0.0,Female,35-44
63640,AN,2003,1.0,Female,35-44
63641,AN,2004,1.0,Female,35-44
63643,AN,2006,0.0,Female,35-44
63661,AO,1995,264.0,Female,35-44
63662,AO,1996,615.0,Female,35-44
63663,AO,1997,627.0,Female,35-44
63664,AO,1998,623.0,Female,35-44
63665,AO,1999,743.0,Female,35-44
63666,AO,2000,844.0,Female,35-44
63667,AO,2001,647.0,Female,35-44
63668,AO,2002,1600.0,Female,35-44
63669,AO,2003,1747.0,Female,35-44
63670,AO,2004,1854.0,Female,35-44
63671,AO,2005,1797.0,Female,35-44
63672,AO,2006,1990.0,Female,35-44
63673,AO,2007,1812.0,Female,35-44
63674,AO,2008,2082.0,Female,35-44
63691,AR,1996,528.0,Female,35-44
63692,AR,1997,336.0,Female,35-44
63693,AR,1998,271.0,Female,35-44
63694,AR,1999,292.0,Female,35-44
63695,AR,2000,262.0,Female,35-44
63696,AR,2001,303.0,Female,35-44
63697,AR,2002,301.0,Female,35-44
63698,AR,2003,294.0,Female,35-44
63699,AR,2004,271.0,Female,35-44
63700,AR,2005,290.0,Female,35-44
63701,AR,2006,235.0,Female,35-44
63702,AR,2007,246.0,Female,35-44
63703,AR,2008,252.0,Female,35-44
63721,AS,1997,0.0,Female,35-44
63725,AS,2001,1.0,Female,35-44
63748,AT,1995,32.0,Female,35-44
63750,AT,1997,62.0,Female,35-44
63752,AT,1999,18.0,Female,35-44
63753,AT,2000,12.0,Female,35-44
63754,AT,2001,15.0,Female,35-44
63755,AT,2002,7.0,Female,35-44
63756,AT,2003,12.0,Female,35-44
63757,AT,2004,9.0,Female,35-44
63758,AT,2005,8.0,Female,35-44
63759,AT,2006,16.0,Female,35-44
63760,AT,2007,7.0,Female,35-44
63779,AU,1997,9.0,Female,35-44
63780,AU,1998,15.0,Female,35-44
63781,AU,1999,18.0,Female,35-44
63782,AU,2000,12.0,Female,35-44
63783,AU,2001,16.0,Female,35-44
63784,AU,2002,15.0,Female,35-44
63785,AU,2003,3.0,Female,35-44
63786,AU,2004,5.0,Female,35-44
63787,AU,2005,11.0,Female,35-44
63788,AU,2006,14.0,Female,35-44
63789,AU,2007,20.0,Female,35-44
63790,AU,2008,14.0,Female,35-44
63806,AZ,1995,0.0,Female,35-44
63807,AZ,1996,86.0,Female,35-44
63808,AZ,1997,178.0,Female,35-44
63809,AZ,1998,7.0,Female,35-44
63810,AZ,1999,73.0,Female,35-44
63811,AZ,2000,6.0,Female,35-44
63813,AZ,2002,80.0,Female,35-44
63814,AZ,2003,62.0,Female,35-44
63815,AZ,2004,57.0,Female,35-44
63816,AZ,2005,47.0,Female,35-44
63817,AZ,2006,66.0,Female,35-44
63835,BA,1995,64.0,Female,35-44
63836,BA,1996,39.0,Female,35-44
63837,BA,1997,50.0,Female,35-44
63838,BA,1998,27.0,Female,35-44
63839,BA,1999,34.0,Female,35-44
63840,BA,2000,29.0,Female,35-44
63841,BA,2001,34.0,Female,35-44
63842,BA,2002,18.0,Female,35-44
63843,BA,2003,34.0,Female,35-44
63844,BA,2004,43.0,Female,35-44
63845,BA,2005,33.0,Female,35-44
63846,BA,2006,24.0,Female,35-44
63847,BA,2007,0.0,Female,35-44
63848,BA,2008,20.0,Female,35-44
63867,BB,2000,0.0,Female,35-44
63868,BB,2001,1.0,Female,35-44
63871,BB,2004,1.0,Female,35-44
63874,BB,2007,0.0,Female,35-44
63875,BB,2008,0.0,Female,35-44
63891,BD,1995,360.0,Female,35-44
63892,BD,1996,434.0,Female,35-44
63893,BD,1997,1748.0,Female,35-44
63894,BD,1998,2156.0,Female,35-44
63895,BD,1999,2180.0,Female,35-44
63896,BD,2000,2247.0,Female,35-44
63897,BD,2001,2260.0,Female,35-44
63898,BD,2002,2791.0,Female,35-44
63899,BD,2003,3258.0,Female,35-44
63900,BD,2004,3758.0,Female,35-44
63901,BD,2005,5538.0,Female,35-44
63902,BD,2006,6395.0,Female,35-44
63903,BD,2007,6678.0,Female,35-44
63904,BD,2008,6465.0,Female,35-44
63920,BE,1995,32.0,Female,35-44
63921,BE,1996,25.0,Female,35-44
63922,BE,1997,22.0,Female,35-44
63923,BE,1998,20.0,Female,35-44
63924,BE,1999,19.0,Female,35-44
63925,BE,2000,19.0,Female,35-44
63926,BE,2001,24.0,Female,35-44
63927,BE,2002,16.0,Female,35-44
63928,BE,2003,15.0,Female,35-44
63929,BE,2004,20.0,Female,35-44
63930,BE,2005,15.0,Female,35-44
63931,BE,2006,18.0,Female,35-44
63932,BE,2007,23.0,Female,35-44
63933,BE,2008,22.0,Female,35-44
63948,BF,1995,39.0,Female,35-44
63949,BF,1996,67.0,Female,35-44
63950,BF,1997,67.0,Female,35-44
63951,BF,1998,86.0,Female,35-44
63952,BF,1999,92.0,Female,35-44
63953,BF,2000,101.0,Female,35-44
63954,BF,2001,100.0,Female,35-44
63955,BF,2002,104.0,Female,35-44
63956,BF,2003,132.0,Female,35-44
63957,BF,2004,148.0,Female,35-44
63958,BF,2005,174.0,Female,35-44
63959,BF,2006,198.0,Female,35-44
63960,BF,2007,187.0,Female,35-44
63961,BF,2008,180.0,Female,35-44
63982,BG,2000,7.0,Female,35-44
63983,BG,2001,13.0,Female,35-44
63984,BG,2002,45.0,Female,35-44
63985,BG,2003,63.0,Female,35-44
63986,BG,2004,64.0,Female,35-44
63987,BG,2005,59.0,Female,35-44
63988,BG,2006,86.0,Female,35-44
63989,BG,2007,53.0,Female,35-44
63990,BG,2008,54.0,Female,35-44
64005,BH,1995,2.0,Female,35-44
64006,BH,1996,7.0,Female,35-44
64007,BH,1997,4.0,Female,35-44
64008,BH,1998,7.0,Female,35-44
64009,BH,1999,6.0,Female,35-44
64010,BH,2000,0.0,Female,35-44
64011,BH,2001,0.0,Female,35-44
64012,BH,2002,1.0,Female,35-44
64013,BH,2003,0.0,Female,35-44
64014,BH,2004,1.0,Female,35-44
64015,BH,2005,3.0,Female,35-44
64016,BH,2006,4.0,Female,35-44
64017,BH,2007,5.0,Female,35-44
64018,BH,2008,8.0,Female,35-44
64034,BI,1995,89.0,Female,35-44
64035,BI,1996,112.0,Female,35-44
64036,BI,1997,198.0,Female,35-44
64037,BI,1998,240.0,Female,35-44
64038,BI,1999,236.0,Female,35-44
64040,BI,2001,337.0,Female,35-44
64041,BI,2002,324.0,Female,35-44
64042,BI,2003,276.0,Female,35-44
64043,BI,2004,232.0,Female,35-44
64044,BI,2005,288.0,Female,35-44
64045,BI,2006,242.0,Female,35-44
64046,BI,2007,276.0,Female,35-44
64047,BI,2008,264.0,Female,35-44
64063,BJ,1995,118.0,Female,35-44
64064,BJ,1996,136.0,Female,35-44
64065,BJ,1997,124.0,Female,35-44
64066,BJ,1998,159.0,Female,35-44
64067,BJ,1999,153.0,Female,35-44
64068,BJ,2000,149.0,Female,35-44
64070,BJ,2002,159.0,Female,35-44
64071,BJ,2003,150.0,Female,35-44
64072,BJ,2004,147.0,Female,35-44
64073,BJ,2005,145.0,Female,35-44
64074,BJ,2006,158.0,Female,35-44
64076,BJ,2008,173.0,Female,35-44
64099,BM,2004,0.0,Female,35-44
64119,BN,1999,16.0,Female,35-44
64120,BN,2000,9.0,Female,35-44
64122,BN,2002,8.0,Female,35-44
64123,BN,2003,11.0,Female,35-44
64124,BN,2004,12.0,Female,35-44
64125,BN,2005,8.0,Female,35-44
64126,BN,2006,8.0,Female,35-44
64127,BN,2007,12.0,Female,35-44
64128,BN,2008,8.0,Female,35-44
64145,BO,1996,422.0,Female,35-44
64146,BO,1997,380.0,Female,35-44
64147,BO,1998,274.0,Female,35-44
64148,BO,1999,352.0,Female,35-44
64149,BO,2000,334.0,Female,35-44
64150,BO,2001,302.0,Female,35-44
64151,BO,2002,358.0,Female,35-44
64152,BO,2003,313.0,Female,35-44
64153,BO,2004,272.0,Female,35-44
64154,BO,2005,276.0,Female,35-44
64155,BO,2006,253.0,Female,35-44
64156,BO,2007,243.0,Female,35-44
64157,BO,2008,237.0,Female,35-44
64176,BR,1999,2621.0,Female,35-44
64177,BR,2000,5395.0,Female,35-44
64178,BR,2001,2296.0,Female,35-44
64179,BR,2002,2817.0,Female,35-44
64180,BR,2003,2540.0,Female,35-44
64181,BR,2004,2742.0,Female,35-44
64182,BR,2005,2626.0,Female,35-44
64183,BR,2006,2569.0,Female,35-44
64184,BR,2007,2327.0,Female,35-44
64185,BR,2008,2266.0,Female,35-44
64201,BS,1995,2.0,Female,35-44
64202,BS,1996,4.0,Female,35-44
64203,BS,1997,7.0,Female,35-44
64204,BS,1998,5.0,Female,35-44
64205,BS,1999,4.0,Female,35-44
64206,BS,2000,8.0,Female,35-44
64208,BS,2002,3.0,Female,35-44
64209,BS,2003,4.0,Female,35-44
64210,BS,2004,1.0,Female,35-44
64212,BS,2007,3.0,Female,35-44
64213,BS,2008,4.0,Female,35-44
64229,BT,1995,25.0,Female,35-44
64230,BT,1996,22.0,Female,35-44
64231,BT,1997,16.0,Female,35-44
64232,BT,1998,25.0,Female,35-44
64233,BT,1999,23.0,Female,35-44
64234,BT,2000,31.0,Female,35-44
64235,BT,2001,20.0,Female,35-44
64236,BT,2002,22.0,Female,35-44
64237,BT,2003,17.0,Female,35-44
64238,BT,2004,33.0,Female,35-44
64239,BT,2005,13.0,Female,35-44
64240,BT,2006,10.0,Female,35-44
64241,BT,2007,21.0,Female,35-44
64242,BT,2008,32.0,Female,35-44
64260,BW,1997,181.0,Female,35-44
64262,BW,1999,225.0,Female,35-44
64263,BW,2000,262.0,Female,35-44
64264,BW,2001,309.0,Female,35-44
64265,BW,2002,290.0,Female,35-44
64266,BW,2003,276.0,Female,35-44
64267,BW,2004,290.0,Female,35-44
64268,BW,2005,253.0,Female,35-44
64269,BW,2006,259.0,Female,35-44
64270,BW,2007,254.0,Female,35-44
64271,BW,2008,226.0,Female,35-44
64294,BY,2002,28.0,Female,35-44
64295,BY,2003,43.0,Female,35-44
64296,BY,2004,38.0,Female,35-44
64297,BY,2005,50.0,Female,35-44
64298,BY,2006,43.0,Female,35-44
64299,BY,2007,41.0,Female,35-44
64300,BY,2008,36.0,Female,35-44
64316,BZ,1995,0.0,Female,35-44
64317,BZ,1996,0.0,Female,35-44
64318,BZ,1997,2.0,Female,35-44
64321,BZ,2000,2.0,Female,35-44
64322,BZ,2001,4.0,Female,35-44
64323,BZ,2002,3.0,Female,35-44
64324,BZ,2003,3.0,Female,35-44
64325,BZ,2004,1.0,Female,35-44
64326,BZ,2005,4.0,Female,35-44
64327,BZ,2006,3.0,Female,35-44
64328,BZ,2007,5.0,Female,35-44
64329,BZ,2008,6.0,Female,35-44
64330,CA,1980,34.0,Female,35-44
64331,CA,1981,26.0,Female,35-44
64332,CA,1982,30.0,Female,35-44
64333,CA,1983,29.0,Female,35-44
64334,CA,1984,28.0,Female,35-44
64335,CA,1985,19.0,Female,35-44
64336,CA,1986,33.0,Female,35-44
64337,CA,1987,29.0,Female,35-44
64338,CA,1988,27.0,Female,35-44
64339,CA,1989,23.0,Female,35-44
64340,CA,1990,26.0,Female,35-44
64341,CA,1991,31.0,Female,35-44
64342,CA,1992,21.0,Female,35-44
64343,CA,1993,22.0,Female,35-44
64344,CA,1994,19.0,Female,35-44
64345,CA,1995,22.0,Female,35-44
64346,CA,1996,28.0,Female,35-44
64347,CA,1997,26.0,Female,35-44
64348,CA,1998,26.0,Female,35-44
64349,CA,1999,28.0,Female,35-44
64350,CA,2000,30.0,Female,35-44
64351,CA,2001,33.0,Female,35-44
64352,CA,2002,26.0,Female,35-44
64353,CA,2003,25.0,Female,35-44
64354,CA,2004,34.0,Female,35-44
64355,CA,2005,27.0,Female,35-44
64356,CA,2006,25.0,Female,35-44
64357,CA,2007,33.0,Female,35-44
64358,CA,2008,39.0,Female,35-44
64374,CD,1995,1232.0,Female,35-44
64375,CD,1996,1142.0,Female,35-44
64376,CD,1997,1271.0,Female,35-44
64377,CD,1998,2716.0,Female,35-44
64378,CD,1999,3117.0,Female,35-44
64379,CD,2000,3309.0,Female,35-44
64380,CD,2001,3704.0,Female,35-44
64381,CD,2002,3939.0,Female,35-44
64382,CD,2003,4826.0,Female,35-44
64383,CD,2004,5529.0,Female,35-44
64384,CD,2005,5832.0,Female,35-44
64385,CD,2006,5621.0,Female,35-44
64386,CD,2007,5939.0,Female,35-44
64387,CD,2008,6393.0,Female,35-44
64400,CF,1995,145.0,Female,35-44
64401,CF,1996,177.0,Female,35-44
64402,CF,1997,207.0,Female,35-44
64403,CF,1998,217.0,Female,35-44
64404,CF,1999,196.0,Female,35-44
64406,CF,2001,123.0,Female,35-44
64407,CF,2002,262.0,Female,35-44
64409,CF,2004,559.0,Female,35-44
64410,CF,2005,145.0,Female,35-44
64411,CF,2006,647.0,Female,35-44
64413,CF,2008,378.0,Female,35-44
64429,CG,1995,167.0,Female,35-44
64433,CG,1999,143.0,Female,35-44
64435,CG,2001,377.0,Female,35-44
64438,CG,2004,373.0,Female,35-44
64440,CG,2006,247.0,Female,35-44
64441,CG,2007,334.0,Female,35-44
64442,CG,2008,308.0,Female,35-44
64458,CH,1995,9.0,Female,35-44
64459,CH,1996,4.0,Female,35-44
64460,CH,1997,6.0,Female,35-44
64461,CH,1998,6.0,Female,35-44
64462,CH,1999,7.0,Female,35-44
64463,CH,2000,8.0,Female,35-44
64464,CH,2001,3.0,Female,35-44
64465,CH,2002,7.0,Female,35-44
64466,CH,2003,4.0,Female,35-44
64467,CH,2004,7.0,Female,35-44
64468,CH,2005,8.0,Female,35-44
64469,CH,2006,11.0,Female,35-44
64470,CH,2007,3.0,Female,35-44
64471,CH,2008,6.0,Female,35-44
64487,CI,1995,497.0,Female,35-44
64488,CI,1996,409.0,Female,35-44
64489,CI,1997,548.0,Female,35-44
64490,CI,1998,703.0,Female,35-44
64491,CI,1999,644.0,Female,35-44
64493,CI,2001,735.0,Female,35-44
64494,CI,2002,827.0,Female,35-44
64495,CI,2003,878.0,Female,35-44
64496,CI,2004,916.0,Female,35-44
64497,CI,2005,989.0,Female,35-44
64498,CI,2006,1069.0,Female,35-44
64499,CI,2007,1126.0,Female,35-44
64500,CI,2008,1171.0,Female,35-44
64501,CK,1980,0.0,Female,35-44
64502,CK,1981,0.0,Female,35-44
64503,CK,1982,3.0,Female,35-44
64504,CK,1983,3.0,Female,35-44
64505,CK,1984,0.0,Female,35-44
64506,CK,1985,0.0,Female,35-44
64507,CK,1986,0.0,Female,35-44
64508,CK,1987,0.0,Female,35-44
64510,CK,1989,0.0,Female,35-44
64512,CK,1991,0.0,Female,35-44
64513,CK,1992,1.0,Female,35-44
64514,CK,1993,0.0,Female,35-44
64515,CK,1994,0.0,Female,35-44
64516,CK,1995,0.0,Female,35-44
64517,CK,1996,0.0,Female,35-44
64518,CK,1997,1.0,Female,35-44
64519,CK,1998,0.0,Female,35-44
64521,CK,2000,0.0,Female,35-44
64522,CK,2001,0.0,Female,35-44
64523,CK,2002,0.0,Female,35-44
64524,CK,2003,0.0,Female,35-44
64525,CK,2004,0.0,Female,35-44
64526,CK,2005,0.0,Female,35-44
64527,CK,2006,0.0,Female,35-44
64545,CL,1995,108.0,Female,35-44
64546,CL,1996,72.0,Female,35-44
64547,CL,1997,80.0,Female,35-44
